time,mz,charge,intensity,RT_length,points,scans,peaks,Tmz,Tintensity,Tmass,Tintensity10,Pintensity,rt_start,rt_end,Ttime,sample,fraction,status,group,mz_error,score,adj_score
17.7,505.70178,5,776880.0,0.064333,5,4,2,505.70178,19.567332,505.7,5.890354,7e-06,17.667833,17.732167,18.126451,A2,F1,use,505.69_505.72_0,0.00342,0.905292,1.08635
14.9,505.7052,5,1085300.0,0.43,50,34,2,505.7052,20.049662,505.71,6.03555,1.1e-05,14.685,15.115,15.323306,A1,F1,use,505.69_505.72_0,0.00342,0.905292,1.08635
11.5,506.08775,5,637990.0,0.261667,72,42,2,506.08775,19.283174,506.09,5.804814,7e-06,11.369167,11.630833,11.826713,A1,F1,use,506.07_506.1_0,0.0,0.993035,1.191642
11.1,506.08775,5,866330.0,0.231667,57,36,2,506.08775,19.724557,506.09,5.937683,8e-06,10.984167,11.215833,11.346764,A2,F1,use,506.07_506.1_0,0.0,0.993035,1.191642
14.6,506.24653,5,431480.0,0.150667,22,15,3,506.24653,18.718934,506.25,5.634961,4e-06,14.524667,14.675333,15.014783,A1,F1,use,506.23_506.26_0,0.01293,0.00285,0.201549
14.3,506.2336,5,407150.0,0.062667,7,5,2,506.2336,18.635201,506.23,5.609754,4e-06,14.268667,14.331333,14.453591,A3,F1,use,506.23_506.26_0,0.01293,0.00285,0.20113
60.6,506.25296,5,26226000.0,0.293333,57,16,5,506.25296,24.644494,506.25,7.418732,0.000268,60.453333,60.746667,62.321635,A1,F1,use,506.23_506.26_1,0.00014,0.990644,1.189342
60.4,506.25263,5,26199000.0,0.263333,48,14,4,506.25263,24.643008,506.25,7.418285,0.000261,60.268333,60.531667,61.820113,A3,F1,use,506.23_506.26_1,0.00019,0.988552,1.186832
60.4,506.25282,5,23128000.0,0.383333,58,19,5,506.25282,24.463137,506.25,7.364138,0.000201,60.208333,60.591667,61.988972,A2,F1,use,506.23_506.26_1,0.00019,0.988552,1.186262
54.7,506.49789,5,26371000.0,0.273333,54,19,4,506.49789,24.652449,506.5,7.421127,0.00027,54.563333,54.836667,56.254017,A1,F1,use,506.48_506.51_1,0.00016,0.988502,1.377233
54.4,506.49824,5,19752000.0,0.19,38,14,3,506.49824,24.235495,506.5,7.295611,0.000172,54.305,54.495,55.82562,A2,F1,use,506.48_506.51_1,0.00035,0.974283,1.367589
54.1,506.49776,5,14959000.0,0.044333,5,3,2,506.49776,23.83451,506.5,7.174903,0.00013,54.077833,54.122167,55.517453,A2,F1,use,506.48_506.51_2,3e-05,0.992246,1.385552
54.0,506.49773,5,35436000.0,0.21,30,11,4,506.49773,25.078712,506.5,7.549445,0.000353,53.895,54.105,55.244283,A3,F1,use,506.48_506.51_2,3e-05,0.992246,1.190695
20.7,507.62722,5,61961000.0,0.216667,25,8,5,507.62722,25.884857,507.63,7.792118,0.000539,20.591667,20.808333,21.208127,A2,F1,use,507.61_507.64_1,0.00026,0.994182,1.193018
21.3,507.62696,5,27073000.0,0.263333,36,12,4,507.62696,24.690351,507.63,7.432536,0.00027,21.168333,21.431667,21.586777,A3,F1,use,507.61_507.64_1,0.00026,0.994182,1.193018
20.1,507.62691,5,21399000.0,0.315,48,17,5,507.62691,24.35104,507.63,7.330393,0.000219,19.9425,20.2575,20.671037,A1,F1,use,507.61_507.64_1,0.00031,0.993578,1.192294
55.5,507.72054,5,5775300.0,0.072,7,5,2,507.72054,22.461464,507.72,6.761575,5e-05,55.464,55.536,56.955568,A2,F1,use,507.71_507.74_0,0.00258,0.689788,0.827745
58.6,507.72312,5,26041000.0,0.0385,5,3,2,507.72312,24.634282,507.72,7.415658,0.000266,58.58075,58.61925,60.264816,A1,F1,use,507.71_507.74_0,0.00258,0.689788,0.827745
41.6,507.84114,5,28788000.0,0.211667,41,9,7,507.84114,24.778964,507.84,7.459211,0.00025,41.494167,41.705833,42.677136,A2,F1,use,507.82_507.85_0,0.00088,0.986159,1.183391
40.8,507.84026,5,18230000.0,0.333333,58,19,4,507.84026,24.119811,507.84,7.260787,0.000182,40.633333,40.966667,41.681635,A3,F1,use,507.82_507.85_0,0.00088,0.986159,1.183391
39.2,508.034,5,21845000.0,0.149167,12,5,3,508.034,24.3808,508.03,7.339352,0.000223,39.125417,39.274583,40.313665,A1,F1,use,508.01_508.04_0,0.00019,0.992399,1.190879
39.7,508.03419,5,15685000.0,0.158,12,4,4,508.03419,23.902882,508.03,7.195485,0.000136,39.621,39.779,40.725408,A2,F1,use,508.01_508.04_0,0.00019,0.992399,1.190879
67.0,508.44878,5,2046000.0,0.1045,6,4,2,508.44878,20.964375,508.45,6.310906,2e-05,66.94775,67.05225,68.601437,A3,F1,use,508.43_508.46_2,0.00014,0.934832,1.458797
66.2,508.44864,5,9794300.0,0.0375,4,2,2,508.44864,23.223511,508.45,6.990973,8.5e-05,66.18125,66.21875,67.946879,A2,F1,use,508.43_508.46_2,0.00014,0.934832,1.348572
62.6,508.44893,5,22861000.0,0.728333,74,47,2,508.44893,24.446385,508.45,7.359095,0.000228,62.235833,62.964167,64.080554,A3,F1,use,508.43_508.46_3,0.00033,0.77933,1.637698
62.8,508.44926,5,79588000.0,0.496667,102,33,4,508.44926,26.246048,508.45,7.900848,0.000692,62.551667,63.048333,64.454313,A2,F1,use,508.43_508.46_3,0.00021,0.395418,0.866077
64.9,508.44884,5,11626000.0,0.136333,8,7,2,508.44884,23.470851,508.45,7.06543,0.000119,64.831833,64.968167,66.743797,A1,F1,use,508.43_508.46_3,0.00042,0.182488,0.577599
61.4,508.44899,5,774660000.0,0.491667,140,26,7,508.44899,29.528988,508.45,8.889111,0.00792,61.154167,61.645833,63.144363,A1,F1,use,508.43_508.46_5,0.00012,0.987725,1.546271
61.2,508.44883,5,576980000.0,1.088333,376,71,7,508.44883,29.103946,508.45,8.761161,0.005746,60.655833,61.744167,62.642092,A3,F1,use,508.43_508.46_5,0.00028,0.982854,1.525307
61.7,508.44911,5,863710000.0,0.665,213,45,7,508.44911,29.685972,508.45,8.936368,0.007508,61.3675,62.0325,63.324365,A2,F1,use,508.43_508.46_5,0.00012,0.987725,1.458384
63.5,508.44876,5,20498000.0,0.91,124,54,5,508.44876,24.28898,508.45,7.311711,0.000204,63.045,63.955,65.00528,A3,F1,use,508.43_508.46_6,0.00011,0.832726,1.682151
63.4,508.4488,5,19748000.0,0.506667,71,31,3,508.4488,24.235203,508.45,7.295523,0.000202,63.146667,63.653333,65.201183,A1,F1,use,508.43_508.46_6,7e-05,0.854929,1.637601
63.5,508.44887,5,59553000.0,0.753333,131,43,5,508.44887,25.827671,508.45,7.774904,0.000518,63.123333,63.876667,65.173371,A2,F1,use,508.43_508.46_6,0.00018,0.202002,0.615742
61.7,508.44905,5,270300000.0,0.908333,189,63,5,508.44905,28.009986,508.45,8.431846,0.002764,61.245833,62.154167,63.452886,A1,F1,use,508.43_508.46_7,3e-05,0.950079,1.696254
62.0,508.44902,5,118500000.0,0.886667,235,60,6,508.44902,26.820312,508.45,8.073718,0.00118,61.556667,62.443333,63.46407,A3,F1,use,508.43_508.46_7,3e-05,0.950079,1.659077
64.5,508.44896,5,16138000.0,0.198333,23,16,2,508.44896,23.943958,508.45,7.20785,0.000161,64.400833,64.599167,66.032754,A3,F1,use,508.43_508.46_8,0.00036,0.938143,1.628653
64.2,508.4486,5,24764000.0,0.566667,42,28,2,508.4486,24.561741,508.45,7.393821,0.000253,63.916667,64.483333,66.023911,A1,F1,use,508.43_508.46_8,0.00036,0.938143,1.52327
64.3,508.44904,5,17662000.0,0.366667,48,30,3,508.44904,24.074145,508.45,7.24704,0.000154,64.116667,64.483333,65.995151,A2,F1,use,508.43_508.46_8,0.00044,0.931865,1.345605
62.7,508.64938,5,56556000.0,0.571667,94,39,4,508.64938,25.753177,508.65,7.752479,0.000578,62.414167,62.985833,64.481296,A1,F1,use,508.63_508.66_1,0.00018,0.995286,1.578154
62.4,508.64956,5,54198000.0,0.431667,55,33,3,508.64956,25.691736,508.65,7.733983,0.000471,62.184167,62.615833,64.043423,A2,F1,use,508.63_508.66_1,0.00018,0.995286,1.386959
65.6,508.64968,5,5109700.0,0.168333,9,8,2,508.64968,22.284807,508.65,6.708395,5.2e-05,65.515833,65.684167,67.463684,A1,F1,use,508.63_508.66_2,0.00021,0.931473,1.514341
65.5,508.64989,5,4353800.0,0.0795,5,4,2,508.64989,22.053844,508.65,6.638868,4.3e-05,65.46025,65.53975,67.060227,A3,F1,use,508.63_508.66_2,0.00021,0.931473,1.315284
63.6,508.64918,5,26316000.0,0.248333,32,19,3,508.64918,24.649437,508.65,7.42022,0.000269,63.475833,63.724167,65.406865,A1,F1,use,508.63_508.66_3,2e-05,0.987582,1.57045
64.2,508.64955,5,20631000.0,0.138,14,11,2,508.64955,24.29831,508.65,7.31452,0.000179,64.131,64.269,65.892429,A2,F1,use,508.63_508.66_3,0.00037,0.963079,1.399067
63.7,508.6492,5,14490000.0,0.476667,34,25,2,508.6492,23.788554,508.65,7.161068,0.000144,63.461667,63.938333,65.210775,A3,F1,use,508.63_508.66_3,2e-05,0.987582,1.371393
38.8,509.19894,5,12516000.0,0.0905,5,4,2,509.19894,23.57727,509.2,7.097466,0.000109,38.75475,38.84525,39.800905,A2,F1,use,509.18_509.21_0,0.00184,0.983196,1.179835
38.5,509.1971,5,25859000.0,0.078667,6,4,2,509.1971,24.624163,509.2,7.412612,0.000258,38.460667,38.539333,39.318446,A3,F1,use,509.18_509.21_0,0.00184,0.983196,1.179835
57.5,509.24814,5,18714000.0,0.196667,11,9,2,509.24814,24.157615,509.25,7.272167,0.000186,57.401667,57.598333,58.84044,A3,F1,use,509.23_509.26_1,0.00027,0.994385,1.193262
58.0,509.24787,5,19827000.0,0.195,16,13,2,509.24787,24.240963,509.25,7.297257,0.000203,57.9025,58.0975,59.64777,A1,F1,use,509.23_509.26_1,0.00115,0.992792,1.191351
58.9,509.24672,5,3497000.0,0.056667,5,4,2,509.24672,21.737686,509.25,6.543696,3e-05,58.871667,58.928333,60.448134,A2,F1,use,509.23_509.26_1,0.00115,0.992792,1.191351
27.9,509.53453,5,5509400.0,0.0675,5,4,2,509.53453,22.393464,509.53,6.741104,4.8e-05,27.86625,27.93375,28.463982,A2,F1,use,509.51_509.54_1,0.00013,0.985184,1.18222
27.1,509.5344,5,7425300.0,0.157167,16,9,2,509.5344,22.824018,509.53,6.870714,7.4e-05,27.021417,27.178583,27.546122,A3,F1,use,509.51_509.54_1,0.00013,0.985184,1.18222
33.7,510.06185,5,30670000.0,0.076167,7,6,2,510.06185,24.870325,510.06,7.486714,0.000305,33.661917,33.738083,34.386574,A3,F1,use,510.05_510.08_1,0.00557,0.885939,1.063244
33.3,510.06742,5,14210000.0,0.050833,6,4,2,510.06742,23.760403,510.07,7.152594,0.000145,33.274583,33.325417,34.246047,A1,F1,use,510.05_510.08_1,0.00557,0.885939,1.063127
47.6,510.47641,5,11375000.0,0.14,23,10,3,510.47641,23.439363,510.48,7.055951,0.000116,47.53,47.67,48.952307,A1,F1,use,510.46_510.49_1,0.0001,0.994352,1.193222
47.8,510.47631,5,21091000.0,0.146667,15,9,2,510.47631,24.330124,510.48,7.324097,0.000183,47.726667,47.873333,49.045933,A2,F1,use,510.46_510.49_1,0.0001,0.994352,1.193222
46.8,510.47589,5,20606000.0,0.176667,19,14,2,510.47589,24.296561,510.48,7.313994,0.000205,46.711667,46.888333,47.846475,A3,F1,use,510.46_510.49_1,0.00052,0.989473,1.187368
39.0,511.22939,5,10720000.0,0.100833,5,3,2,511.22939,23.353802,511.23,7.030195,0.000107,38.949583,39.050417,39.832183,A3,F1,use,511.21_511.24_0,0.00147,0.949291,1.139149
41.4,511.23086,5,5273900.0,0.0645,6,4,2,511.23086,22.330439,511.23,6.722132,4.6e-05,41.36775,41.43225,42.471691,A2,F1,use,511.21_511.24_0,0.00147,0.949291,1.139149
56.2,511.648,5,53587000.0,0.49,107,37,4,511.648,25.67538,511.65,7.729059,0.000466,55.955,56.445,57.674626,A2,F1,use,511.63_511.66_1,5e-05,0.992818,1.386006
56.4,511.64781,5,30977000.0,0.193333,21,13,2,511.64781,24.884694,511.65,7.491039,0.000317,56.303333,56.496667,58.002314,A1,F1,use,511.63_511.66_1,0.00019,0.967243,1.355315
56.1,511.64795,5,17545000.0,0.325,49,23,3,511.64795,24.064557,511.65,7.244153,0.000175,55.9375,56.2625,57.401977,A3,F1,use,511.63_511.66_1,0.00073,0.971963,1.166356
57.0,511.64841,5,8421100.0,0.065167,5,3,2,511.64841,23.005577,511.65,6.925369,8.6e-05,56.967417,57.032583,58.61936,A1,F1,use,511.63_511.66_2,0.00027,0.97312,1.53549
57.3,511.64868,5,14968000.0,0.3,24,15,2,511.64868,23.835378,511.65,7.175164,0.00013,57.15,57.45,58.804574,A2,F1,use,511.63_511.66_2,0.00027,0.97312,1.366307
56.1,512.30742,5,22349000.0,0.493333,48,35,2,512.30742,24.413707,512.31,7.349258,0.000228,55.853333,56.346667,57.693791,A1,F1,use,512.29_512.32_1,8e-05,0.992118,1.387965
55.9,512.3075,5,29813000.0,0.515,78,39,3,512.3075,24.829438,512.31,7.474406,0.000259,55.6425,56.1575,57.366458,A2,F1,use,512.29_512.32_1,0.00033,0.98772,1.185264
56.3,512.30783,5,25700000.0,0.528333,53,38,2,512.30783,24.615265,512.31,7.409933,0.000263,56.035833,56.564167,57.899473,A1,F1,use,512.29_512.32_2,0.0005,0.987116,1.382962
56.6,512.30733,5,64612000.0,0.351667,67,26,4,512.30733,25.945299,512.31,7.810313,0.000643,56.424167,56.775833,57.915714,A3,F1,use,512.29_512.32_2,0.0005,0.987116,1.184539
33.3,512.38544,5,10940000.0,0.118167,13,9,2,512.38544,23.383109,512.39,7.039017,0.000112,33.240917,33.359083,34.246047,A1,F1,use,512.37_512.4_0,0.00235,0.98254,1.179049
33.8,512.38779,5,12632000.0,0.090167,8,6,2,512.38779,23.59058,512.39,7.101472,0.000126,33.754917,33.845083,34.489322,A3,F1,use,512.37_512.4_0,0.00235,0.98254,1.179049
39.6,512.44246,5,31805000.0,0.221667,32,10,4,512.44246,24.92275,512.44,7.502495,0.000276,39.489167,39.710833,40.622686,A2,F1,use,512.42_512.45_0,4e-05,0.992503,1.191003
39.1,512.44242,5,35629000.0,0.19,24,8,4,512.44242,25.086549,512.44,7.551804,0.000364,39.005,39.195,40.210824,A1,F1,use,512.42_512.45_0,4e-05,0.992503,1.191003
53.2,513.26411,5,34842000.0,0.293333,56,19,4,513.26411,25.054324,513.26,7.542103,0.000347,53.053333,53.346667,54.422305,A3,F1,use,513.24_513.27_1,0.00064,0.986355,1.377284
53.1,513.26347,5,76375000.0,0.46,94,31,5,513.26347,26.186597,513.26,7.882951,0.000664,52.87,53.33,54.490228,A2,F1,use,513.24_513.27_1,0.00064,0.986355,1.183626
48.5,513.28647,5,31439000.0,0.571667,65,27,5,513.28647,24.906052,513.29,7.497469,0.000321,48.214167,48.785833,49.877876,A1,F1,use,513.27_513.3_1,2e-05,0.994545,1.193455
48.8,513.28649,5,34190000.0,0.55,90,31,5,513.28649,25.027071,513.29,7.533899,0.000297,48.525,49.075,50.073159,A2,F1,use,513.27_513.3_1,2e-05,0.994545,1.193455
48.4,513.2862,5,26274000.0,0.416667,74,31,3,513.2862,24.647133,513.29,7.419526,0.000262,48.191667,48.608333,49.490433,A3,F1,use,513.27_513.3_1,0.00027,0.993534,1.192241
40.6,514.22691,5,4491600.0,0.118,14,6,3,514.22691,22.098798,514.23,6.652401,4.5e-05,40.541,40.659,41.47614,A3,F1,use,514.21_514.24_1,6e-05,0.979892,1.348875
40.9,514.22697,5,7799500.0,0.173333,22,11,4,514.22697,22.89495,514.23,6.892067,8e-05,40.813333,40.986667,42.061962,A1,F1,use,514.21_514.24_1,0.00069,0.989365,1.187238
41.5,514.22766,5,5617000.0,0.2,26,11,4,514.22766,22.421368,514.23,6.749504,4.9e-05,41.4,41.6,42.574414,A2,F1,use,514.21_514.24_1,0.00069,0.989365,1.187238
56.2,514.64647,5,19668000.0,0.263333,22,17,2,514.64647,24.229347,514.65,7.29376,0.000171,56.068333,56.331667,57.674626,A2,F1,use,514.63_514.66_0,6e-05,0.996005,1.195206
56.1,514.64653,5,14894000.0,0.176667,16,12,2,514.64653,23.828228,514.65,7.173011,0.000148,56.011667,56.188333,57.401977,A3,F1,use,514.63_514.66_0,6e-05,0.996005,1.195206
52.0,514.84653,5,12366000.0,0.191667,21,13,3,514.84653,23.559876,514.85,7.092229,0.000107,51.904167,52.095833,53.36028,A2,F1,use,514.83_514.86_0,0.00027,0.995463,1.194555
51.9,514.84626,5,14423000.0,0.245,28,14,3,514.84626,23.781868,514.85,7.159056,0.000147,51.7775,52.0225,53.37447,A1,F1,use,514.83_514.86_0,0.00027,0.995463,1.194555
66.1,514.88587,5,7512600.0,0.053333,5,3,2,514.88587,22.840881,514.89,6.87579,6.5e-05,66.073333,66.126667,67.844157,A2,F1,use,514.87_514.9_0,0.00068,0.996643,1.195971
66.2,514.88655,5,9503100.0,0.0885,11,6,2,514.88655,23.179967,514.89,6.977865,9.5e-05,66.15575,66.24425,67.779458,A3,F1,use,514.87_514.9_0,0.00068,0.996643,1.195971
14.0,515.85609,5,1804000.0,0.124167,35,12,4,515.85609,20.782768,515.86,6.256237,1.6e-05,13.937917,14.062083,14.325717,A2,F1,use,515.84_515.87_1,0.00033,0.988072,1.185686
14.1,515.85642,5,1025500.0,0.22,40,25,2,515.85642,19.967896,515.86,6.010936,1e-05,13.99,14.21,14.500578,A1,F1,use,515.84_515.87_1,0.00023,0.987496,1.184995
14.4,515.85619,5,1367700.0,0.216667,56,19,5,515.85619,20.38332,515.86,6.135991,1.4e-05,14.291667,14.508333,14.556339,A3,F1,use,515.84_515.87_1,0.00023,0.987496,1.184995
47.7,515.88894,5,10786000.0,0.121667,14,7,3,515.88894,23.362657,515.89,7.03286,0.00011,47.639167,47.760833,49.055148,A1,F1,use,515.87_515.9_0,0.00125,0.987843,1.185411
47.0,515.88769,5,8525700.0,0.0615,7,4,2,515.88769,23.023387,515.89,6.93073,8.5e-05,46.96925,47.03075,48.05197,A3,F1,use,515.87_515.9_0,0.00125,0.987843,1.185411
51.1,516.43342,5,21731000.0,0.178333,36,9,5,516.43342,24.373251,516.43,7.33708,0.000189,51.010833,51.189167,52.435777,A2,F1,use,516.41_516.44_1,3e-05,0.99564,1.194767
51.1,516.43345,5,18171000.0,0.351667,65,20,6,516.43345,24.115134,516.43,7.259379,0.000186,50.924167,51.275833,52.551742,A1,F1,use,516.41_516.44_1,3e-05,0.99564,1.194767
50.7,516.43339,5,17541000.0,0.386667,81,24,4,516.43339,24.064228,516.43,7.244054,0.000175,50.506667,50.893333,51.853621,A3,F1,use,516.41_516.44_1,3e-05,0.994576,1.193491
42.7,517.8258,5,30562000.0,0.256667,31,24,2,517.8258,24.865236,517.83,7.485182,0.000312,42.571667,42.828333,43.913099,A1,F1,use,517.81_517.84_1,0.0029,0.287799,0.659193
38.9,517.8287,5,10035000.0,0.225,28,12,3,517.8287,23.258537,517.83,7.001517,8.7e-05,38.7875,39.0125,39.903628,A2,F1,use,517.81_517.84_1,0.0029,0.287799,0.644767
40.8,517.82915,5,23465000.0,0.508333,106,30,5,517.82915,24.484007,517.83,7.370421,0.00024,40.545833,41.054167,41.959121,A1,F1,use,517.81_517.84_2,0.00103,0.590171,1.336269
39.6,517.82812,5,4616000.0,0.0965,6,4,2,517.82812,22.138212,517.83,6.664266,4e-05,39.55175,39.64825,40.622686,A2,F1,use,517.81_517.84_2,0.00087,0.698017,1.197316
41.4,517.8289,5,7846700.0,0.089333,6,5,2,517.8289,22.903655,517.83,6.894687,8e-05,41.355333,41.444667,42.576167,A1,F1,use,517.81_517.84_3,0.00024,0.978998,1.529515
42.1,517.82914,5,10199000.0,0.1665,11,9,2,517.82914,23.281924,517.83,7.008558,8.9e-05,42.01675,42.18325,43.190749,A2,F1,use,517.81_517.84_3,0.00015,0.711657,1.153396
40.0,517.82904,5,759880000.0,0.971667,451,80,7,517.82904,29.501196,517.83,8.880745,0.007769,39.514167,40.485833,41.136393,A1,F1,use,517.81_517.84_4,7e-05,0.895618,1.780549
40.6,517.82911,5,927070000.0,2.216667,851,152,7,517.82911,29.788103,517.83,8.967113,0.008058,39.491667,41.708333,41.649911,A2,F1,use,517.81_517.84_4,1e-05,0.79902,1.298319
39.4,517.82912,5,722900000.0,0.645,199,36,7,517.82912,29.429221,517.83,8.859078,0.007391,39.0775,39.7225,40.519347,A1,F1,use,517.81_517.84_5,6e-05,0.977905,1.667038
39.9,517.82906,5,854750000.0,1.485,528,112,8,517.82906,29.670927,517.83,8.931839,0.008512,39.1575,40.6425,40.756909,A3,F1,use,517.81_517.84_5,6e-05,0.977905,1.36988
37.8,517.82899,5,23216000.0,0.111833,8,6,2,517.82899,24.468616,517.83,7.365787,0.000237,37.744083,37.855917,38.873891,A1,F1,use,517.81_517.84_6,0.00021,0.981967,1.553065
38.2,517.82878,5,25491000.0,0.1415,14,7,3,517.82878,24.603485,517.83,7.406387,0.000254,38.12925,38.27075,39.010204,A3,F1,use,517.81_517.84_6,0.00021,0.981967,1.373942
43.2,518.02611,5,16094000.0,0.105167,10,9,2,518.02611,23.94002,518.03,7.206664,0.00014,43.147417,43.252583,44.320697,A2,F1,use,518.01_518.04_1,0.00366,0.492983,0.865512
40.4,518.02977,5,10625000.0,0.305,36,22,2,518.02977,23.34096,518.03,7.026329,0.000106,40.2475,40.5525,41.270646,A3,F1,use,518.01_518.04_1,0.00366,0.492983,0.783126
42.2,518.02937,5,10876000.0,0.092,6,4,2,518.02937,23.374645,518.03,7.036469,9.5e-05,42.154,42.246,43.293472,A2,F1,use,518.01_518.04_2,0.00189,0.957735,1.330264
42.2,518.02748,5,15111000.0,0.325,28,15,3,518.02748,23.849096,518.03,7.179293,0.00015,42.0375,42.3625,43.120098,A3,F1,use,518.01_518.04_2,0.00189,0.957735,1.247878
59.4,518.05375,5,71368000.0,0.445,125,27,6,518.05375,26.088774,518.05,7.853504,0.000711,59.1775,59.6225,60.79264,A3,F1,use,518.03_518.06_3,0.00028,0.989408,1.383589
59.2,518.05403,5,129990000.0,0.383333,97,22,6,518.05403,26.953825,518.05,8.11391,0.00113,59.008333,59.391667,60.756302,A2,F1,use,518.03_518.06_3,0.00028,0.989408,1.246927
59.4,518.0539,5,68305000.0,0.686667,200,43,6,518.0539,26.025488,518.05,7.834452,0.000698,59.056667,59.743333,61.087543,A1,F1,use,518.03_518.06_3,0.00015,0.99526,1.194312
43.0,518.22674,5,13780000.0,0.205,25,14,3,518.22674,23.716073,518.23,7.139249,0.000141,42.8975,43.1025,44.221622,A1,F1,use,518.21_518.24_0,0.00055,0.991676,1.190011
42.9,518.22619,5,19681000.0,0.128333,14,13,2,518.22619,24.2303,518.23,7.294047,0.000171,42.835833,42.964167,44.012529,A2,F1,use,518.21_518.24_0,0.00055,0.991676,1.190011
48.0,518.4363,5,11356000.0,0.408333,52,30,4,518.4363,23.436951,518.44,7.055225,0.000116,47.795833,48.204167,49.363671,A1,F1,use,518.42_518.45_0,0.00018,0.989736,1.187683
47.4,518.43612,5,8616900.0,0.293333,34,23,2,518.43612,23.038738,518.44,6.935351,8.6e-05,47.253333,47.546667,48.462959,A3,F1,use,518.42_518.45_0,0.00018,0.989736,1.187683
60.9,518.67057,5,29083000.0,0.495,65,27,3,518.67057,24.793673,518.67,7.463639,0.00029,60.6525,61.1475,62.33385,A3,F1,use,518.65_518.68_1,0.00015,0.996815,1.196179
60.9,518.67072,5,38791000.0,0.441667,62,25,3,518.67072,25.209219,518.67,7.588731,0.000337,60.679167,61.120833,62.502585,A2,F1,use,518.65_518.68_1,0.00015,0.996815,1.196179
61.1,518.6708,5,43479000.0,0.355,41,15,3,518.6708,25.373815,518.67,7.63828,0.000445,60.9225,61.2775,62.83584,A1,F1,use,518.65_518.68_1,8e-05,0.996443,1.195732
35.4,518.73712,5,21732000.0,0.441667,62,37,2,518.73712,24.373318,518.74,7.3371,0.000189,35.179167,35.620833,36.308339,A2,F1,use,518.72_518.75_0,0.00055,0.990558,1.188669
35.3,518.73657,5,33486000.0,0.366667,53,28,2,518.73657,24.997055,518.74,7.524863,0.000333,35.116667,35.483333,36.030532,A3,F1,use,518.72_518.75_0,0.00055,0.990558,1.188669
19.9,519.52762,5,168160000.0,0.181667,11,7,2,519.52762,27.325259,519.53,8.225723,0.001675,19.809167,19.990833,20.148314,A3,F1,use,519.51_519.54_0,6e-05,0.992564,1.191076
18.7,519.52768,5,164460000.0,0.123333,8,5,2,519.52768,27.293161,519.53,8.21606,0.001681,18.638333,18.761667,19.231264,A1,F1,use,519.51_519.54_0,6e-05,0.992564,1.191076
14.8,520.23414,5,1247100.0,0.291667,42,30,3,520.23414,20.250146,520.23,6.095901,1.1e-05,14.654167,14.945833,15.147498,A2,F1,use,520.21_520.24_0,0.00012,0.994226,1.193071
15.1,520.23402,5,972790.0,0.154833,15,11,2,520.23402,19.891769,520.23,5.988019,1e-05,15.022583,15.177417,15.528988,A1,F1,use,520.21_520.24_0,0.00012,0.994226,1.193071
40.4,520.62547,5,2837000.0,0.050167,5,4,2,520.62547,21.435935,520.63,6.452859,2.9e-05,40.374917,40.425083,41.547757,A1,F1,use,520.61_520.64_0,0.0004,0.987276,1.184731
41.4,520.62507,5,6131800.0,0.105667,8,6,2,520.62507,22.547879,520.63,6.787588,5.3e-05,41.347167,41.452833,42.471691,A2,F1,use,520.61_520.64_0,0.0004,0.987276,1.184731
73.5,520.93532,5,4669600.0,0.556667,47,25,2,520.93532,22.154868,520.94,6.66928,4.7e-05,73.221667,73.778333,75.280014,A3,F1,use,520.92_520.95_1,0.00011,0.991578,1.246055
73.1,520.93543,5,6237600.0,0.956667,69,47,2,520.93543,22.57256,520.94,6.795018,6.4e-05,72.621667,73.578333,75.176758,A1,F1,use,520.92_520.95_1,0.00011,0.991578,1.189893
38.8,521.02832,5,21491000.0,0.205,18,13,2,521.02832,24.357229,521.03,7.332257,0.000214,38.6975,38.9025,39.626688,A3,F1,use,521.01_521.04_0,0.00098,0.983687,1.180425
39.6,521.02734,5,38077000.0,0.458333,45,22,3,521.02734,25.182416,521.03,7.580663,0.000331,39.370833,39.829167,40.622686,A2,F1,use,521.01_521.04_0,0.00098,0.983687,1.180425
15.7,521.20855,5,1388400.0,0.221667,56,22,4,521.20855,20.404992,521.21,6.142515,1.4e-05,15.589167,15.810833,16.146034,A1,F1,use,521.19_521.22_1,0.00116,0.989373,1.384802
16.0,521.20739,5,1509800.0,0.144167,31,13,4,521.20739,20.525926,521.21,6.178919,1.3e-05,15.927917,16.072083,16.380168,A2,F1,use,521.19_521.22_1,0.00116,0.989373,1.187247
39.6,522.25163,5,14896000.0,0.2,12,7,2,522.25163,23.828422,522.25,7.17307,0.000129,39.5,39.7,40.622686,A2,F1,use,522.23_522.26_1,0.00045,0.991791,1.190149
39.2,522.25118,5,20585000.0,0.148833,17,6,4,522.25118,24.29509,522.25,7.313551,0.00021,39.125583,39.274417,40.313665,A1,F1,use,522.23_522.26_1,0.00045,0.991791,1.190149
39.0,522.25084,5,18726000.0,0.160333,11,6,2,522.25084,24.158539,522.25,7.272445,0.000186,38.919833,39.080167,39.832183,A3,F1,use,522.23_522.26_1,0.00034,0.991207,1.189448
59.8,522.85559,5,25007000.0,0.32,51,24,4,522.85559,24.575829,522.86,7.398062,0.000217,59.64,59.96,61.372637,A2,F1,use,522.84_522.87_1,8e-05,0.996993,1.196391
60.0,522.85551,5,10527000.0,0.216667,29,11,4,522.85551,23.327591,522.86,7.022305,0.000105,59.891667,60.108333,61.409124,A3,F1,use,522.84_522.87_1,8e-05,0.996993,1.196391
