mz,mostAbundantMz,charge,rtStart,rtApex,rtEnd,fwhm,nIsotopes,nScans,averagineCorr,mass,massCalib,intensityApex,intensitySum,Tmz,intensity,rt_start,time,rt_end,Tintensity,Tintensity10,Pintensity,Tmass,Ttime,sample,fraction,status,group,mz_error,score,adj_score
515.855717,516.056261,5,14.354798,14.410873,14.542926,0.106272,3,17,0.997213,2574.242186,2574.241861,100366.0664,2591554.002,515.855717,2591554.002,14.354798,14.410873,14.542926,21.305386,6.41356,1.1e-05,515.86,14.648668,A3,F1,use,515.84_515.87_1,3.8e-05,0.995432,1.194518
515.855755,516.056367,5,14.036572,14.134117,14.250041,0.156625,2,19,0.986039,2574.242501,2574.242825,77155.8125,1492404.584,515.855755,1492404.584,14.036572,14.134117,14.250041,20.509207,6.173887,7e-06,515.86,14.55413,A1,F1,use,515.84_515.87_1,3.8e-05,0.995432,1.194518
515.855669,516.056244,5,13.926225,13.976583,14.040937,0.053753,4,11,0.974515,2574.240891,2574.240749,144510.0156,2083917.711,515.855669,2083917.711,13.926225,13.976583,14.040937,20.990867,6.318881,6e-06,515.86,14.315493,A2,F1,use,515.84_515.87_1,8.6e-05,0.994941,1.193929
516.433833,516.634205,5,51.050696,51.119005,51.215243,0.191841,4,9,0.984246,2577.131899,2577.131924,2114289.438,37165334.38,516.433833,37165334.38,51.050696,51.119005,51.215243,25.147454,7.570138,0.000109,516.43,52.464156,A2,F1,use,516.41_516.44_1,0.000134,0.995547,1.194657
516.433699,516.634357,5,50.885821,51.049458,51.267655,0.16854,5,20,0.990113,2577.131904,2577.131831,2025319.75,47742020.31,516.433699,47742020.31,50.885821,51.049458,51.267655,25.508756,7.678901,0.000209,516.43,52.566455,A1,F1,use,516.41_516.44_1,0.000134,0.995547,1.194657
516.433509,516.634261,5,50.473695,50.692013,50.827357,0.347961,5,22,0.986292,2577.13103,2577.131091,1074697.031,46844784.47,516.433509,46844784.47,50.473695,50.692013,50.827357,25.481385,7.670661,0.000208,516.43,51.885552,A3,F1,use,516.41_516.44_1,0.000325,0.994149,1.192979
517.426,517.626249,5,38.921279,38.991313,39.058925,-0.064142,2,4,1.0,2582.092912,2582.092609,607018.1875,3089060.453,517.426,3089060.453,38.921279,38.991313,39.058925,21.558737,6.489826,1.4e-05,517.43,39.876624,A3,F1,use,517.41_517.44_0,0.001021,0.987221,1.184665
517.427021,517.627592,5,39.107817,39.218954,39.236988,-0.01202,2,6,0.981391,2582.098605,2582.098772,1354958.125,5894824.5,517.427021,5894824.5,39.107817,39.218954,39.236988,22.491017,6.770471,2.6e-05,517.43,40.384394,A1,F1,use,517.41_517.44_0,0.001021,0.987221,1.184665
517.829936,518.029963,5,37.557005,37.629262,37.641251,0.011049,2,5,0.985017,2584.111942,2584.111657,681260.625,3529044.703,517.829936,3529044.703,37.557005,37.629262,37.641251,21.750846,6.547657,1.6e-05,517.83,38.478693,A3,F1,use,517.81_517.84_1,0.002027,0.293992,0.74038
517.827909,518.029664,5,42.073029,42.174385,42.227286,0.185423,2,6,0.9781,2584.107473,2584.107382,881777.8125,5119751.156,517.827909,5119751.156,42.073029,42.174385,42.227286,22.287642,6.709249,1.5e-05,517.83,43.277213,A2,F1,use,517.81_517.84_1,0.002027,0.293992,0.715531
517.829558,518.030163,5,40.391055,40.472898,40.662202,0.148782,4,17,0.979914,2584.111241,2584.111259,946045.125,34231946.3,517.829558,34231946.3,40.391055,40.472898,40.662202,25.02884,7.534432,0.000152,517.83,41.397237,A3,F1,use,517.81_517.84_2,0.000772,0.684974,1.407108
517.828786,518.029619,5,38.814513,38.928503,39.019788,0.574796,3,10,0.997242,2584.108515,2584.108491,783237.1875,16239383.98,517.828786,16239383.98,38.814513,38.928503,39.019788,23.952994,7.21057,4.8e-05,517.83,39.943395,A2,F1,use,517.81_517.84_2,0.000772,0.684974,1.284238
517.829622,518.030458,5,40.662202,40.701721,41.064365,0.34202,3,22,0.874463,2584.11268,2584.112615,1071153.0,18419718.45,517.829622,18419718.45,40.662202,40.701721,41.064365,24.134748,7.265283,8.2e-05,517.83,41.632088,A3,F1,use,517.81_517.84_3,0.000709,0.987753,1.511902
517.829556,518.030642,5,41.965719,42.016908,42.052452,0.176392,2,4,1.0,2584.11282,2584.112694,217495.4063,2792021.0,517.829556,2792021.0,41.965719,42.016908,42.052452,21.412878,6.445919,8e-06,517.83,43.11547,A2,F1,use,517.81_517.84_3,6.6e-05,0.523923,1.082457
517.830331,518.030701,5,40.666482,40.877497,41.282629,0.229302,5,28,0.952651,2584.114014,2584.113888,1730178.188,75700188.84,517.830331,75700188.84,40.666482,40.877497,41.282629,26.173794,7.879097,0.000332,517.83,42.092223,A1,F1,use,517.81_517.84_3,0.001248,0.298934,0.548325
517.82945,518.029858,5,39.554201,39.917046,40.430875,0.306544,7,75,0.998263,2584.108758,2584.10948,64544834.0,6605025204.0,517.82945,6605025204.0,39.554201,39.917046,40.430875,32.620917,9.819874,0.029276,517.83,40.826742,A3,F1,use,517.81_517.84_4,1.1e-05,0.948017,1.72895
517.82961,518.030057,5,39.540172,40.594568,41.481106,0.703938,7,135,0.997352,2584.109771,2584.11013,60381844.0,11898640000.0,517.82961,11898640000.0,39.540172,40.594568,41.481106,33.470077,10.075497,0.03497,517.83,41.654596,A2,F1,use,517.81_517.84_4,0.000161,0.797499,1.455562
517.82946,518.030012,5,39.107817,39.416417,39.77982,0.466979,7,38,0.992437,2584.109312,2584.108738,52770814.0,3763722999.0,517.82946,3763722999.0,39.107817,39.416417,39.77982,31.809513,9.575618,0.016492,517.83,40.587725,A1,F1,use,517.81_517.84_4,1.1e-05,0.948017,1.197407
517.829083,518.029282,5,38.177124,38.267384,38.305869,-0.098305,3,6,0.992018,2584.108311,2584.108216,2706311.25,14685280.56,517.829083,14685280.56,38.177124,38.267384,38.305869,23.807867,7.166882,6.5e-05,517.83,39.133624,A3,F1,use,517.81_517.84_5,0.001148,0.989927,1.573309
517.83023,518.0303,5,38.078125,38.134467,38.223318,-0.016083,2,6,0.999867,2584.113225,2584.113124,731681.125,4263921.609,517.83023,4263921.609,38.078125,38.134467,38.223318,22.023749,6.629809,1.3e-05,517.83,39.127848,A2,F1,use,517.81_517.84_5,0.001148,0.989927,1.484407
518.029367,518.230068,5,38.413978,38.469828,38.629139,0.139802,2,10,0.86354,2585.110642,2585.110764,849973.625,8755155.281,518.029367,8755155.281,38.413978,38.469828,38.629139,23.061701,6.942264,3.8e-05,518.03,39.613007,A1,F1,use,518.01_518.04_1,0.000889,0.679908,1.207582
518.030256,518.231436,5,40.949747,41.183896,41.242472,0.129464,2,9,0.906901,2585.115826,2585.115647,821279.6875,7781322.656,518.030256,7781322.656,40.949747,41.183896,41.242472,22.891584,6.891053,3.4e-05,518.03,42.126965,A3,F1,use,518.01_518.04_1,0.000889,0.679908,0.81589
518.026439,518.226949,5,42.631918,42.743006,42.876853,0.166681,2,20,0.989719,2585.095605,2585.095587,1452490.188,29896371.06,518.026439,29896371.06,42.631918,42.743006,42.876853,24.833467,7.475618,0.000131,518.03,44.013168,A1,F1,use,518.01_518.04_2,0.000153,0.984171,1.511845
518.026286,518.227205,5,43.220776,43.265745,43.292248,0.372073,2,5,0.941262,2585.095547,2585.09548,1213381.25,7699967.281,518.026286,7699967.281,43.220776,43.265745,43.292248,22.876421,6.886489,2.3e-05,518.03,44.398139,A2,F1,use,518.01_518.04_2,0.000153,0.984171,1.375863
518.026686,518.227071,5,42.895892,42.986285,43.091321,0.195737,4,11,0.983115,2585.095123,2585.095157,1178216.063,19037773.34,518.026686,19037773.34,42.895892,42.986285,43.091321,24.182361,7.279616,8.3e-05,518.03,44.263675,A1,F1,use,518.01_518.04_3,0.000304,0.974292,1.501966
518.02699,518.227239,5,43.172328,43.211346,43.220776,0.929922,2,4,0.993482,2585.097208,2585.097127,1086694.656,6023470.234,518.02699,6023470.234,43.172328,43.211346,43.220776,22.522163,6.779847,1.8e-05,518.03,44.342267,A2,F1,use,518.01_518.04_3,0.000304,0.974292,1.365985
518.054088,518.254779,5,59.241303,59.373562,59.790422,0.106683,6,32,0.995883,2585.23394,2585.234207,7017910.5,220964339.4,518.054088,220964339.4,59.241303,59.373562,59.790422,27.719238,8.344322,0.000979,518.05,60.795796,A3,F1,use,518.03_518.06_4,0.000602,0.990398,1.436638
518.05469,518.255007,5,59.055839,59.204076,59.458044,0.130279,6,18,0.998911,2585.235977,2585.236105,8824507.0,218720722.3,518.05469,218720722.3,59.055839,59.204076,59.458044,27.704515,8.33989,0.000643,518.05,60.768262,A2,F1,use,518.03_518.06_4,0.000602,0.990398,1.375846
518.427533,518.628184,5,42.609695,42.672035,42.710495,0.119628,2,7,0.86063,2587.101056,2587.101205,1089068.219,7000105.219,518.427533,7000105.219,42.609695,42.672035,42.710495,22.738945,6.845105,3.1e-05,518.43,43.940088,A1,F1,use,518.41_518.44_0,0.00394,0.929243,1.115092
518.431473,518.631684,5,41.316297,41.372302,41.514775,0.145268,2,13,0.689658,2587.120598,2587.120548,1018024.563,10389944.38,518.431473,10389944.38,41.316297,41.372302,41.514775,23.308685,7.016613,3.1e-05,518.43,42.453401,A2,F1,use,518.41_518.44_0,0.00394,0.929243,1.115092
518.630952,518.630952,5,39.725555,39.972155,40.054138,0.291067,3,16,0.928146,2587.11465,2587.114727,7406817.25,92522489.88,518.630952,92522489.88,39.725555,39.972155,40.054138,26.463301,7.966247,0.000272,518.63,41.015321,A2,F1,use,518.61_518.64_0,0.000281,0.992895,1.191474
518.630671,518.83064,5,39.756152,39.924394,40.45324,0.501246,2,59,0.787594,2588.116255,2588.1159,11579860.5,557672821.0,518.630671,557672821.0,39.756152,39.924394,40.45324,29.054844,8.746379,0.002444,518.63,41.110797,A1,F1,use,518.61_518.64_0,0.000281,0.992895,1.191474
518.671456,518.872091,5,60.927151,61.083832,61.307577,0.173723,3,15,0.988418,2588.320086,2588.319973,3882286.375,68162177.48,518.671456,68162177.48,60.927151,61.083832,61.307577,26.022468,7.833543,0.000299,518.67,62.899013,A1,F1,use,518.65_518.68_1,0.00041,0.996008,1.195209
518.670946,518.87167,5,60.866459,60.9643,61.095052,0.122409,2,12,0.95142,2588.318622,2588.318583,1913696.531,22406945.64,518.670946,22406945.64,60.866459,60.9643,61.095052,24.417443,7.350383,9.9e-05,518.67,62.428438,A3,F1,use,518.65_518.68_1,0.0001,0.99114,1.189368
518.671046,518.871501,5,60.706712,60.899313,61.132371,0.170227,3,24,0.998562,2588.317923,2588.318001,4000192.0,93777195.77,518.671046,93777195.77,60.706712,60.899313,61.132371,26.482734,7.972097,0.000276,518.67,62.509426,A2,F1,use,518.65_518.68_1,0.0001,0.99114,1.189368
518.830467,518.830467,5,40.578521,40.653317,40.925534,0.281416,3,24,0.927141,2588.11282,2588.112905,5302850.25,105758672.4,518.830467,105758672.4,40.578521,40.653317,40.925534,26.656201,8.024316,0.000311,518.83,41.714938,A2,F1,use,518.81_518.84_1,0.00033,0.90277,1.280296
518.830137,519.030419,5,39.13944,39.279592,39.324007,0.288855,2,11,0.740392,2589.114088,2589.114106,3951744.0,34195658.84,518.830137,34195658.84,39.13944,39.279592,39.324007,25.02731,7.533971,0.000152,518.83,40.172496,A3,F1,use,518.81_518.84_1,0.00033,0.90277,1.262808
518.830728,519.031029,5,40.099376,40.226025,40.329034,0.338317,2,23,0.723459,2589.11697,2589.117046,3936930.75,90467355.38,518.830728,90467355.38,40.099376,40.226025,40.329034,26.430894,7.956492,0.000266,518.83,41.276069,A2,F1,use,518.81_518.84_2,0.000137,0.984859,1.362385
518.830865,519.031068,5,39.817989,39.868314,39.920477,0.136972,2,10,0.746245,2589.117568,2589.117505,4509173.0,43970840.75,518.830865,43970840.75,39.817989,39.868314,39.920477,25.390044,7.643165,0.000193,518.83,41.05305,A1,F1,use,518.81_518.84_2,0.000137,0.984859,1.181831
518.936961,519.138654,5,35.118643,35.201074,35.424402,0.165466,2,20,0.964154,2589.650812,2589.650769,1757004.688,37183852.33,518.936961,37183852.33,35.118643,35.201074,35.424402,25.148173,7.570354,0.000163,518.94,36.247118,A1,F1,use,518.92_518.95_1,0.000237,0.980691,1.364991
518.937197,519.139191,5,35.320075,35.364264,35.558582,0.008129,2,22,0.977964,2589.654604,2589.654626,1498935.5,35651711.81,518.937197,35651711.81,35.320075,35.364264,35.558582,25.087468,7.55208,0.000105,518.94,36.282596,A2,F1,use,518.92_518.95_1,0.000237,0.980691,1.176829
519.030738,519.231703,5,39.879475,39.906322,40.04534,0.185501,2,15,0.748833,2590.117582,2590.117568,1857766.313,28834674.94,519.030738,28834674.94,39.879475,39.906322,40.04534,24.781301,7.459915,0.000126,519.03,41.092187,A1,F1,use,519.01_519.04_0,7.5e-05,0.992474,1.190968
519.030663,519.231007,5,39.763878,39.838078,39.887434,0.130039,2,10,0.753552,2590.116788,2590.116707,2248233.188,16369865.94,519.030663,16369865.94,39.763878,39.838078,39.887434,23.964539,7.214045,7.3e-05,519.03,40.745694,A3,F1,use,519.01_519.04_0,7.5e-05,0.992474,1.190968
520.434079,520.63491,5,14.802174,14.88459,14.967512,-0.069563,3,15,0.892731,2597.135196,2597.135555,73368.74023,1142289.927,520.434079,1142289.927,14.802174,14.88459,14.967512,20.123497,6.057776,5e-06,520.43,15.326904,A1,F1,use,520.41_520.44_1,0.000445,0.993868,1.391263
520.433634,520.634382,5,15.009066,15.019574,15.039926,-0.005997,2,4,0.936551,2597.1323,2597.132013,39804.80859,180146.9355,520.433634,180146.9355,15.009066,15.019574,15.039926,17.458815,5.255627,5.294546e-07,520.43,15.38674,A2,F1,use,520.41_520.44_1,0.000445,0.993868,1.192642
520.448996,520.654837,5,47.944158,47.959521,48.009116,0.048684,2,3,0.852445,2597.216704,2597.216626,1849647.125,6500229.75,520.448996,6500229.75,47.944158,47.959521,48.009116,22.632059,6.812929,1.9e-05,520.45,49.219077,A2,F1,use,520.43_520.46_0,0.003013,0.943565,1.330305
520.452009,520.651834,5,47.709016,47.784111,47.862551,0.003351,2,4,0.870171,2597.222729,2597.222375,663023.875,2148527.969,520.452009,2148527.969,47.709016,47.784111,47.862551,21.034917,6.332141,1e-05,520.45,48.901047,A3,F1,use,520.43_520.46_0,0.003013,0.943565,1.132278
521.028568,521.228134,5,39.338288,39.475604,39.555585,-0.179814,3,10,0.997909,2600.105788,2600.10579,1156187.813,25555401.56,521.028568,25555401.56,39.338288,39.475604,39.555585,24.607125,7.407483,7.5e-05,521.03,40.505319,A2,F1,use,521.01_521.04_0,0.000307,0.991361,1.189634
521.028261,521.227275,5,38.869369,38.996152,39.122816,0.210033,2,15,0.768175,2600.103142,2600.103186,1504262.25,17457298.63,521.028261,17457298.63,38.869369,38.996152,39.122816,24.057327,7.241977,7.6e-05,521.03,40.154971,A1,F1,use,521.01_521.04_0,0.000307,0.991361,1.189634
521.206443,521.407233,5,15.979091,16.022653,16.108914,-2.304878,4,12,0.989474,2600.995976,2600.995816,79052.60156,1617435.863,521.206443,1617435.863,15.979091,16.022653,16.108914,20.625277,6.208827,5e-06,521.21,16.416994,A2,F1,use,521.19_521.22_0,0.00226,0.99317,1.191804
521.208703,521.408286,5,15.620724,15.740959,15.83139,0.03983,4,21,0.9126,2601.00293,2601.003183,95351.77344,2869295.35,521.208703,2869295.35,15.620724,15.740959,15.83139,21.452265,6.457775,1.3e-05,521.21,16.208721,A1,F1,use,521.19_521.22_0,0.00226,0.99317,1.191804
522.252564,522.452161,5,39.122816,39.200672,39.256673,0.407323,4,6,0.981557,2606.222645,2606.222709,1947067.688,14805241.13,522.252564,14805241.13,39.122816,39.200672,39.256673,23.819605,7.170415,6.5e-05,522.25,40.365569,A1,F1,use,522.23_522.26_0,0.000915,0.990858,1.189029
522.253479,522.45244,5,39.56999,39.62691,39.756007,-0.07705,3,7,0.987496,2606.226776,2606.226715,1364107.75,8887785.328,522.253479,8887785.328,39.56999,39.62691,39.756007,23.083393,6.948794,2.6e-05,522.25,40.660724,A2,F1,use,522.23_522.26_0,0.000915,0.990858,1.189029
522.259282,522.461457,5,40.932266,41.143486,41.204455,-0.032854,2,9,0.896806,2606.262925,2606.263089,604441.0,6268693.859,522.259282,6268693.859,40.932266,41.143486,41.204455,22.579733,6.797177,2.7e-05,522.26,42.366116,A1,F1,use,522.24_522.27_2,0.000808,0.985444,1.369192
522.26009,522.462336,5,40.885956,41.182647,41.192777,0.038566,2,11,0.802931,2606.266084,2606.265841,606779.375,4961535.227,522.26009,4961535.227,40.885956,41.182647,41.192777,22.242355,6.695616,2.2e-05,522.26,42.125683,A3,F1,use,522.24_522.27_2,0.000808,0.985444,1.182533
522.85546,523.056207,5,59.653661,59.831373,59.997456,0.216404,3,23,0.95499,2609.241653,2609.241665,1088192.875,30954299.5,522.85546,30954299.5,59.653661,59.831373,59.997456,24.883636,7.490721,9.1e-05,522.86,61.412553,A2,F1,use,522.84_522.87_1,0.000209,0.99699,1.196388
522.855251,523.05596,5,59.877307,59.971124,60.072606,0.6596,4,9,0.998076,2609.241481,2609.241408,1205855.438,17492530.42,522.855251,17492530.42,59.877307,59.971124,60.072606,24.060236,7.242853,7.8e-05,522.86,61.4091,A3,F1,use,522.84_522.87_1,0.000209,0.99699,1.196388
522.856027,523.056552,5,59.927112,59.976443,60.170273,-0.777855,3,11,0.98265,2609.243491,2609.243597,639388.8125,10319705.28,522.856027,10319705.28,59.927112,59.976443,60.170273,23.298898,7.013667,4.5e-05,522.86,61.758718,A1,F1,use,522.84_522.87_1,0.000567,0.995795,1.194954
524.051323,524.251247,5,14.978923,15.085168,15.133767,0.215027,4,12,0.991269,2615.218706,2615.218926,257290.0781,3916071.778,524.051323,3916071.778,14.978923,15.085168,15.133767,21.900976,6.592851,1.7e-05,524.05,15.533442,A1,F1,use,524.03_524.06_0,0.000469,0.984329,1.181194
524.051792,524.251966,5,15.763979,15.892544,16.05258,0.175754,3,30,0.915975,2615.221087,2615.220816,157559.9766,4052526.054,524.051792,4052526.054,15.763979,15.892544,16.05258,21.95039,6.607726,1.8e-05,524.05,16.16937,A3,F1,use,524.03_524.06_0,0.000469,0.984329,1.181194
524.224381,524.424678,5,42.035795,42.114822,42.192863,-0.066241,4,9,0.965166,2616.083377,2616.08336,1925132.125,18905596.25,524.224381,18905596.25,42.035795,42.114822,42.192863,24.17231,7.27659,5.6e-05,524.22,43.216037,A2,F1,use,524.21_524.24_1,5.2e-05,0.979631,1.370633
524.225364,524.424925,5,40.781306,40.911086,41.046418,-0.537361,5,14,0.99658,2616.085513,2616.08546,1832620.938,41235698.83,524.225364,41235698.83,40.781306,40.911086,41.046418,25.297391,7.615273,0.000181,524.23,42.12681,A1,F1,use,524.21_524.24_1,0.001035,0.928321,1.30906
524.224329,524.423201,5,41.319617,41.416624,41.486964,0.099038,3,9,0.988454,2616.081459,2616.081341,706544.7188,12569980.98,524.224329,12569980.98,41.319617,41.416624,41.486964,23.583479,7.099335,5.6e-05,524.22,42.365823,A3,F1,use,524.21_524.24_1,0.000536,0.981919,1.178303
524.22566,524.425411,5,41.421994,41.531589,41.705796,0.265682,6,14,0.998718,2616.087755,2616.087779,1280221.563,38045925.91,524.22566,38045925.91,41.421994,41.531589,41.705796,25.181239,7.580308,0.000112,524.23,42.617003,A2,F1,use,524.21_524.24_2,0.000795,0.975378,1.36638
524.224865,524.424634,5,41.493471,41.574862,41.667423,-0.201442,2,9,0.992039,2616.08599,2616.086139,573782.0,7249346.25,524.224865,7249346.25,41.493471,41.574862,41.667423,22.789419,6.860299,3.2e-05,524.22,42.810311,A1,F1,use,524.21_524.24_2,0.000795,0.975378,1.356117
524.423843,524.625243,5,41.398973,41.414165,41.506978,0.15252,2,7,0.962697,2617.084698,2617.084901,426190.0781,4548044.391,524.423843,4548044.391,41.398973,41.414165,41.506978,22.116815,6.657825,2e-05,524.42,42.644838,A1,F1,use,524.41_524.44_0,0.000297,0.986134,1.18336
524.42414,524.624932,5,40.46572,40.613902,40.919736,0.284239,2,17,0.900739,2617.084775,2617.084679,880154.3438,14728245.47,524.42414,14728245.47,40.46572,40.613902,40.919736,23.812082,7.168151,6.5e-05,524.42,41.541955,A3,F1,use,524.41_524.44_0,0.000297,0.986134,1.18336
524.646894,524.852168,5,35.453424,35.471881,35.533264,0.648189,2,6,1.0,2618.211431,2618.211688,298895.6875,2872689.375,524.646894,2872689.375,35.453424,35.471881,35.533264,21.453971,6.458289,1.3e-05,524.65,36.525972,A1,F1,use,524.63_524.66_1,1.7e-05,0.97138,1.354385
524.64691,524.846373,5,35.639223,35.751378,35.781821,-0.154239,2,8,0.999666,2618.194969,2618.194916,941964.0,10305159.56,524.64691,10305159.56,35.639223,35.751378,35.781821,23.296864,7.013055,3e-05,524.65,36.680198,A2,F1,use,524.63_524.66_1,1.7e-05,0.97138,1.165656
525.017944,525.21715,5,48.662007,48.688895,48.716162,0.242318,2,3,0.9812,2620.049867,2620.050064,945245.8906,4786415.563,525.017944,4786415.563,48.662007,48.688895,48.716162,22.190514,6.68001,2.1e-05,525.02,50.135746,A1,F1,use,525.01_525.04_1,0.000883,0.982311,1.575568
525.01898,525.218346,5,49.240428,49.309934,49.453128,0.133121,2,14,0.9602,2620.054183,2620.054126,568095.0,9669242.563,525.01898,9669242.563,49.240428,49.309934,49.453128,23.204971,6.985392,2.8e-05,525.02,50.606074,A2,F1,use,525.01_525.04_1,0.001919,0.952096,1.53931
525.017061,525.217894,5,49.113774,49.203044,49.413598,0.165669,5,11,0.993293,2620.048132,2620.04815,1556729.0,34421215.23,525.017061,34421215.23,49.113774,49.203044,49.413598,25.036795,7.536826,0.000153,525.02,50.357359,A3,F1,use,525.01_525.04_1,0.000117,0.888831,1.217895
525.017679,525.218148,5,48.16688,48.367138,48.608533,0.525837,6,17,0.984242,2620.05094,2620.050811,2096121.438,78555067.67,525.017679,78555067.67,48.16688,48.367138,48.608533,26.227201,7.895174,0.000344,525.02,49.804427,A1,F1,use,525.01_525.04_2,8.9e-05,0.994926,1.588183
525.017591,525.218162,5,48.277794,48.624677,48.811098,0.318874,6,25,0.986785,2620.050675,2620.050774,2894319.875,135065295.8,525.017591,135065295.8,48.277794,48.624677,48.811098,27.009082,8.130544,0.000397,525.02,49.902253,A2,F1,use,525.01_525.04_2,8.9e-05,0.994926,1.58214
525.016842,525.218667,5,49.578277,49.791644,49.961704,0.140828,6,16,0.98904,2620.04969,2620.049605,1998674.375,54045856.91,525.016842,54045856.91,49.578277,49.791644,49.961704,25.687681,7.732762,0.000237,525.02,51.271265,A1,F1,use,525.01_525.04_3,0.000337,0.989049,1.582306
525.017179,525.218519,5,49.840491,50.006114,50.150689,0.15518,6,15,0.981486,2620.049806,2620.049858,2720838.125,60926677.88,525.017179,60926677.88,49.840491,50.006114,50.150689,25.860571,7.784807,0.000179,525.02,51.321115,A2,F1,use,525.01_525.04_3,0.000337,0.989049,1.576263
525.047161,525.247092,5,35.411688,35.47661,35.50351,0.362833,2,7,0.95902,2620.197019,2620.197213,467040.0156,4905674.188,525.047161,4905674.188,35.411688,35.47661,35.50351,22.22602,6.690699,2.1e-05,525.05,36.530842,A1,F1,use,525.03_525.06_0,0.001241,0.989131,1.186957
525.048402,525.247714,5,35.731955,35.770612,35.831576,0.126465,2,7,0.990123,2620.201256,2620.201173,792884.5313,6193210.813,525.048402,6193210.813,35.731955,35.770612,35.831576,22.562256,6.791916,1.8e-05,525.05,36.699952,A2,F1,use,525.03_525.06_0,0.001241,0.989131,1.186957
525.215793,525.415801,5,18.108848,18.185034,18.222292,-5.13138,2,4,0.996784,2621.040366,2621.040733,233572.2188,1116843.383,525.215793,1116843.383,18.108848,18.185034,18.222292,20.090995,6.047992,5e-06,525.22,18.725424,A1,F1,use,525.21_525.24_0,0.000774,0.9946,1.19352
525.215019,525.416206,5,18.473378,18.54463,18.582574,-0.303448,3,3,0.991604,2621.038861,2621.038668,124282.6094,970864.0117,525.215019,970864.0117,18.473378,18.54463,18.582574,19.88891,5.987158,3e-06,525.22,19.007295,A2,F1,use,525.21_525.24_0,0.000774,0.9946,1.19352
525.418936,525.61917,5,40.862879,40.902659,40.952857,0.076823,2,6,0.996501,2622.057359,2622.057257,618848.625,4514614.984,525.418936,4514614.984,40.862879,40.902659,40.952857,22.106172,6.654621,1.3e-05,525.42,41.971034,A2,F1,use,525.41_525.44_1,0.000571,0.981937,1.372553
525.418364,525.619631,5,40.04534,40.102159,40.110706,-0.000896,2,5,0.968737,2622.056731,2622.056892,1071221.375,6576690.094,525.418364,6576690.094,40.04534,40.102159,40.110706,22.64893,6.818007,2.9e-05,525.42,41.293845,A1,F1,use,525.41_525.44_1,0.000571,0.981937,1.178325
526.047657,526.24887,5,35.254033,35.383777,35.51471,0.186994,2,21,0.697373,2625.202288,2625.202324,969791.6563,19345822.67,526.047657,19345822.67,35.254033,35.383777,35.51471,24.205519,7.286587,8.5e-05,526.05,36.43525,A1,F1,use,526.03_526.06_1,0.00084,0.983783,1.368992
526.048496,526.249165,5,35.70848,35.720341,35.766086,-0.806442,2,5,0.934122,2625.206346,2625.206244,706716.6875,4524345.563,526.048496,4524345.563,35.70848,35.720341,35.766086,22.109278,6.655556,1.3e-05,526.05,36.64832,A2,F1,use,526.03_526.06_1,0.00084,0.983783,1.180539
528.051503,528.252051,5,35.388389,35.642713,36.623519,0.364973,7,95,0.998352,2635.220358,2635.220669,46217286.0,4861796821.0,528.051503,4861796821.0,35.388389,35.642713,36.623519,32.178842,9.686797,0.014289,528.05,36.568589,A2,F1,use,528.03_528.06_1,3.3e-05,0.961087,1.655856
528.051471,528.251882,5,35.092379,35.687733,36.309465,0.419281,6,87,0.998799,2635.219925,2635.219326,42424946.0,4393216155.0,528.051471,4393216155.0,35.092379,35.687733,36.309465,32.03263,9.642783,0.01925,528.05,36.748239,A1,F1,use,528.03_528.06_1,6.8e-05,0.981657,1.557724
528.0516,528.249351,5,37.028934,37.042133,37.078573,0.454738,2,4,0.995323,2635.212065,2635.212225,1124773.25,6688178.0,528.0516,6688178.0,37.028934,37.042133,37.078573,22.673182,6.825308,2.9e-05,528.05,38.142886,A1,F1,use,528.03_528.06_2,0.00042,0.960204,1.536271
528.051651,528.249431,5,37.288176,37.330013,37.387673,0.083758,2,7,0.999866,2635.214339,2635.214278,842936.2031,9219809.656,528.051651,9219809.656,37.288176,37.330013,37.387673,23.136306,6.964722,2.7e-05,528.05,38.241998,A2,F1,use,528.03_528.06_2,5.1e-05,0.992359,1.380283
528.051402,528.251879,5,34.753374,35.315697,36.03227,0.351141,7,80,0.998413,2635.219564,2635.220276,57578364.0,5608803802.0,528.051402,5608803802.0,34.753374,35.315697,36.03227,32.385046,9.74887,0.024861,528.05,36.104181,A3,F1,use,528.03_528.06_3,0.000166,0.993497,1.501209
528.051568,528.252099,5,35.061062,35.261571,35.453894,0.255405,6,23,0.987081,2635.220822,2635.221061,43936762.0,1463421103.0,528.051568,1463421103.0,35.061062,35.261571,35.453894,30.446698,9.165369,0.004301,528.05,36.177121,A2,F1,use,528.03_528.06_3,0.000166,0.993497,1.498814
528.050848,528.251707,5,36.789284,36.906348,36.97795,0.158613,2,14,0.844409,2635.21831,2635.218287,1566902.438,17335912.83,528.050848,17335912.83,36.789284,36.906348,36.97795,24.04726,7.238947,5.1e-05,528.05,37.806855,A2,F1,use,528.03_528.06_4,0.000339,0.947259,1.6418
528.051187,528.250124,5,36.543796,36.781417,36.898571,0.1155,3,28,0.913988,2635.218568,2635.218472,2308761.0,59756852.66,528.051187,59756852.66,36.543796,36.781417,36.898571,25.832601,7.776388,0.000262,528.05,37.874423,A1,F1,use,528.03_528.06_4,6e-06,0.938472,1.514539
